movie,year,rating,genre,runtime,imdb_rating,metascore,votes,descriptions
Marlowe,2022,5.3,Crime|Mystery|Thriller,109,5.3,41,8102,"In late 1930s Bay City, a brooding, down on his luck detective is hired to find the ex-lover of a glamorous heiress."
Spiderhead,2022,5.5,Action|Crime|Drama,106,5.5,54,63953,"In the near future, convicts are offered the chance to volunteer as medical subjects to shorten their sentence. One such subject for a new drug capable of generating feelings of love begins questioning the reality of his emotions."
Pinocchio,2022,5.1,Adventure|Comedy|Drama,105,5.1,38,40269,"A puppet is brought to life by a fairy, who assigns him to lead a virtuous life in order to become a real boy."
365 Days: This Day,2022,2.6,Drama|Romance,111,2.6,,22948,Laura and Massimo are back and stronger than ever. But Massimo's family ties and a mysterious man bidding for Laura's heart complicate the lovers' lives.
Shotgun Wedding,2022,5.4,Action|Comedy|Romance,101,5.4,46,35162,Darcy and Tom gather their families for the ultimate destination wedding but when the entire wedding party is taken hostage the bride and groom must save their loved ones--if they don't kill each other first.
Vesper,2022,6,Adventure|Drama|Sci-Fi,114,6,70,19647,"Struggling to survive with her father after the collapse of Earth's ecosystem, 13-year-old Vesper must use her wits, strength and bio-hacking abilities to fight for the future."
"Confess, Fletch",2022,6.5,Comedy|Crime|Mystery,98,6.5,64,16549,"After becoming the prime suspect in multiple murders, Fletch strives to prove his innocence while simultaneously searching for his fiancé's stolen art collection."
Emancipation,2022,6.2,Action|Thriller,132,6.2,53,25048,A runaway slave forges through the swamps of Louisiana on a tortuous journey to escape plantation owners that nearly killed him.
Chevalier,2022,6.5,Biography|Drama|History,108,6.5,67,5564,"Based on factual story of composer Joseph Bologne, Chevalier de Saint-Georges, the illegitimate son of an African enslaved and a French plantation owner, who rises to heights in French society as a composer before an ill-fated love affair."
Troll,2022,5.8,Action|Adventure|Drama,101,5.8,62,46622,"Deep in the Dovre mountain, something gigantic wakes up after a thousand years in captivity. The creature destroys everything in its path and quickly approaches Oslo."
Devotion/II,2022,6.6,Action|Biography|Drama,139,6.6,66,25049,A pair of U.S. Navy fighter pilots risk their lives during the Korean War and become some of the Navy's most celebrated wingmen.
The Contractor,2022,5.8,Action|Drama|Thriller,103,5.8,52,25915,"A discharged U.S. Special Forces sergeant, James Harper, risks everything for his family when he joins a private contracting organization."
Jerry and Marge Go Large,2022,6.9,Biography|Comedy|Drama,96,6.9,52,20108,"Based on the true story about long-married couple Jerry and Marge Selbee, who win the lottery and use the money to revive their small town."
Jeepers Creepers: Reborn,2022,2.5,Horror|Mystery|Thriller,88,2.5,,13095,"Forced to travel with her boyfriend, Laine begins to experience premonitions associated with the urban myth of The Creeper. She believes that something supernatural has been summoned - and that she is at the center of it all."
Play Dead,2022,5.2,Horror|Thriller,106,5.2,,3137,Chloe fakes her own death to steal evidence from a morgue. The Coroner uses the morgue as a front for a sick and twisted business. A scary game of cat and mouse ensues as Chloe learns more about the dead than she bargains for.
One Piece Film: Red,2022,6.7,Animation|Action|Adventure,115,6.7,69,16130,"For the first time ever, Uta - the most beloved singer in the world - will reveal herself to the world at a live concert. The voice that the whole world has been waiting for is about to resound."
The Greatest Beer Run Ever,2022,6.8,Adventure|Drama|War,126,6.8,39,24210,A man's story of leaving New York in 1967 to bring beer to his childhood buddies in the Army while they are fighting in Vietnam.
Enola Holmes 2,2022,6.8,Action|Adventure|Crime,129,6.8,64,92941,"Now a detective-for-hire, Enola Holmes takes on her first official case to find a missing girl as the sparks of a dangerous conspiracy ignite a mystery that requires the help of friends - and Sherlock himself - to unravel."
Minions: The Rise of Gru,2022,6.5,Animation|Adventure|Comedy,87,6.5,56,79024,The untold story of one twelve-year-old's dream to become the world's greatest supervillain.
Home Team,2022,6,Comedy|Sport,95,6,23,21172,New Orleans Saints head coach Sean Payton coaches his son's 6th-grade football team while he is being suspended for the entire 2012 season as a result of his role in the Saints' Bountygate scandal.
Cairo Conspiracy,2022,7,Drama|Thriller,126,7,72,5930,"Adam, the son of a fisherman, is offered the privilege to study at the Al-Azhar University in Cairo, the center of power of Sunni Islam. Adam becomes a pawn in the conflict between Egypt's religious and political elites."
Goodnight Mommy,2022,5.7,Crime|Drama|Horror,92,5.7,45,13270,Twin brothers arrive at their mother's house and begin to suspect that something isn't right.
Disenchanted,2022,5.6,Animation|Adventure|Comedy,119,5.6,50,24722,"Fifteen years after her happily ever after, Giselle questions her happiness, inadvertently turning the lives of those in the real world and Andalasia upside down in the process."
Dog/I,2022,6.5,Comedy|Drama,101,6.5,61,42817,Two former Army Rangers are paired against their will on the road trip of a lifetime. Briggs (Channing Tatum) and Lulu (a Belgian Malinois) race down the Pacific Coast to get to a fellow soldier's funeral on time.
The Baker/II,2022,5.9,Action|Crime|Drama,104,5.9,,651,An elderly baker must do everything he can to protect his granddaughter from gangsters.
Downton Abbey: A New Era,2022,7.4,Drama|Romance,124,7.4,63,27940,The Crawley family goes on a grand journey to the South of France to uncover the mystery of the dowager countess's newly inherited villa.
Honor Society,2022,6.5,Comedy|Romance,98,6.5,66,8563,"Honor's sole focus is getting into Harvard. Willing to do whatever it takes, Honor concocts a plan to take down her top three competitors, until things take a turn when she unexpectedly falls for her biggest competition."
Poker Face,2022,5.2,Action|Crime|Thriller,94,5.2,43,11557,"A tech billionaire hosts a high-stakes poker game between friends, but the evening takes a turn when long-held secrets are revealed, an elaborate revenge plot unfolds, and thieves break in."
Lamborghini: The Man Behind the Legend,2022,5.4,Biography|Drama|Sport,97,5.4,,9377,"Hoping to beat longtime rival Enzo Ferrari, Ferruccio Lamborghini tries to get his untested car prepped for a victory at the upcoming Geneva Grand Prix."
Till/I,2022,7.2,Biography|Crime|Drama,130,7.2,78,13359,"In 1955, after Emmett Till is murdered in a brutal lynching, his mother vows to expose the racism behind the attack while working to have those involved brought to justice."
Metal Lords,2022,6.7,Comedy|Music,97,6.7,59,31259,Two friends try to form a heavy metal band with a cellist for a Battle of the Bands.
The Swimmers,2022,7.4,Biography|Drama|Sport,134,7.4,62,33495,"From war-torn Syria to the 2016 Rio Olympics, two young sisters embark on a harrowing journey as refugees, putting both their hearts and champion swimming skills to heroic use."
Whitney Houston: I Wanna Dance with Somebody,2022,6.6,Biography|Drama|Music,144,6.6,51,20695,"A joyous, emotional, heartbreaking celebration of the life and music of Whitney Houston, one of the greatest female R&B pop vocalists of all time, tracking her journey from obscurity to musical super stardom."
Rosaline,2022,6.4,Comedy|Romance,95,6.4,61,9354,"A comedic retelling of Shakespeare's ""Romeo and Juliet,"" told from the point of view of Romeo's jilted ex, Rosaline, the woman Romeo first claims to love before he falls for Juliet."
Incantation,2022,6.2,Horror|Mystery,110,6.2,,18491,"Six years ago, Li Ronan was cursed after breaking a religious taboo. Now, she must protect her daughter from the consequences of her actions."
Moving On/III,2022,5.9,Comedy,85,5.9,60,1907,Two old friends reconnect at a funeral and decide to get revenge on the widower who messed with them decades before.
To Leslie,2022,7.1,Drama,119,7.1,84,14673,"Inspired by true events. A West Texas single mother wins the lottery and squanders it just as fast, leaving behind a world of heartbreak. Years later, with her charm running out and nowhere to go, she fights to rebuild her life and find redemption."
God's Crooked Lines,2022,7,Drama|Mystery|Thriller,154,7,,19828,Follows a woman checking into a psychiatric ward to investigate a homicide.
Thirteen Lives,2022,7.8,Action|Adventure|Biography,147,7.8,66,63920,A rescue mission is assembled in Thailand where a group of young boys and their soccer coach are trapped in a system of underground caves that are flooding.
Conjuring: The Beyond,2022,2.3,Drama|Horror|Mystery,91,2.3,,636,A sleep study goes awry when participants start to go missing.
Ballywalter,2022,8.1,Drama,90,8.1,,79,"Bitter sweet comedy drama set in Ballywalter, Northern Ireland."
Bros/I,2022,6.4,Comedy|Romance,115,6.4,72,32982,Two men with commitment problems attempt a relationship.
Soft & Quiet,2022,6.2,Drama|Horror|Thriller,92,6.2,82,8516,"Playing out in real time, an elementary school teacher organizes a mixer of like-minded women, when she encounters a woman from her past, leading to a volatile chain of events."
The Devil Conspiracy,2022,4.5,Horror|Sci-Fi|Thriller,111,4.5,37,2688,A cult steals the Shroud of Turin for wicked purposes.
Medieval,2022,5.9,Action|Drama|History,125,5.9,46,11395,"The story of fifteenth century Czech icon and warlord Jan Zizka, who defeated armies of the Teutonic Order and the Holy Roman Empire."
Wildflower,2022,6.7,Comedy|Drama,105,6.7,52,2496,A girl navigates life with two neurodivergent parents and an extended family that can't quite agree on the best way to help.
Strange World,2022,5.7,Animation|Action|Adventure,102,5.7,65,43000,The legendary Clades are a family of explorers whose differences threaten to topple their latest and most crucial mission.
Piggy,2022,6.2,Drama|Horror|Thriller,99,6.2,72,11215,An overweight teen is bullied by a clique of cool girls poolside while holidaying in her village. The long walk home will change the rest of her life.
Orphan: First Kill,2022,5.9,Crime|Drama|Horror,99,5.9,54,42921,"After orchestrating a brilliant escape from an Estonian psychiatric facility, Esther travels to America by impersonating the missing daughter of a wealthy family."
Faithfully Yours,2022,5.8,Thriller,95,5.8,,4966,"Best friends Bodil and Isabel, apparently happily married, sneak off for secret affairs using each other as an alibi. But when Isabel is killed when they were supposed to have been together. Bodil gets caught up in her own web of lies."
